Graph,Nodes,Optimal_Size,Heuristic,Average_Size,Best_Size,Worst_Size
anti_mdg,428,67,Greedy Independent Cover,67.0,67,67
anti_mdg,428,67,Sorted ListLeft,100.0,100,100
anti_mdg,428,67,Sorted ListRight,409.0,409,409
anti_mdg,428,67,DFS,133.0,133,133
anti_mdg,436,68,Maximum Degree Greedy,68.0,68,68
anti_mdg,436,68,Greedy Independent Cover,68.0,68,68
anti_mdg,436,68,Sorted ListLeft,101.0,101,101
anti_mdg,436,68,Sorted ListRight,416.0,416,416
anti_mdg,436,68,DFS,135.0,135,135
anti_mdg,442,69,Maximum Degree Greedy,69.0,69,69
anti_mdg,442,69,Greedy Independent Cover,69.0,69,69
anti_mdg,442,69,Sorted ListLeft,103.0,103,103
anti_mdg,442,69,Sorted ListRight,422.0,422,422
anti_mdg,442,69,DFS,137.0,137,137
anti_mdg,452,70,Maximum Degree Greedy,70.0,70,70
anti_mdg,452,70,Greedy Independent Cover,70.0,70,70
anti_mdg,452,70,Sorted ListLeft,104.0,104,104
anti_mdg,452,70,Sorted ListRight,432.0,432,432
anti_mdg,452,70,DFS,139.0,139,139
anti_mdg,456,71,Maximum Degree Greedy,71.0,71,71
anti_mdg,456,71,Greedy Independent Cover,71.0,71,71
anti_mdg,456,71,Sorted ListLeft,106.0,106,106
anti_mdg,456,71,Sorted ListRight,436.0,436,436
anti_mdg,456,71,DFS,141.0,141,141
anti_mdg,470,72,Maximum Degree Greedy,72.0,72,72
anti_mdg,470,72,Greedy Independent Cover,72.0,72,72
anti_mdg,470,72,Sorted ListLeft,107.0,107,107
anti_mdg,470,72,Sorted ListRight,449.0,449,449
anti_mdg,470,72,DFS,143.0,143,143
anti_mdg,474,73,Maximum Degree Greedy,73.0,73,73
anti_mdg,474,73,Greedy Independent Cover,73.0,73,73
anti_mdg,474,73,Sorted ListLeft,109.0,109,109
anti_mdg,474,73,Sorted ListRight,453.0,453,453
anti_mdg,474,73,DFS,145.0,145,145
anti_mdg,480,74,Maximum Degree Greedy,74.0,74,74
anti_mdg,480,74,Greedy Independent Cover,74.0,74,74
anti_mdg,480,74,Sorted ListLeft,110.0,110,110
anti_mdg,480,74,Sorted ListRight,459.0,459,459
anti_mdg,480,74,DFS,147.0,147,147
anti_mdg,488,75,Maximum Degree Greedy,75.0,75,75
anti_mdg,488,75,Greedy Independent Cover,75.0,75,75
anti_mdg,488,75,Sorted ListLeft,112.0,112,112
anti_mdg,488,75,Sorted ListRight,466.0,466,466
anti_mdg,488,75,DFS,149.0,149,149
anti_mdg,496,76,Maximum Degree Greedy,76.0,76,76
anti_mdg,496,76,Greedy Independent Cover,76.0,76,76
anti_mdg,496,76,Sorted ListLeft,113.0,113,113
anti_mdg,496,76,Sorted ListRight,474.0,474,474
anti_mdg,496,76,DFS,151.0,151,151
anti_mdg,502,77,Maximum Degree Greedy,77.0,77,77
anti_mdg,502,77,Greedy Independent Cover,77.0,77,77
anti_mdg,502,77,Sorted ListLeft,115.0,115,115
anti_mdg,502,77,Sorted ListRight,480.0,480,480
anti_mdg,502,77,DFS,153.0,153,153
anti_mdg,512,78,Maximum Degree Greedy,78.0,78,78
anti_mdg,512,78,Greedy Independent Cover,78.0,78,78
anti_mdg,512,78,Sorted ListLeft,116.0,116,116
anti_mdg,512,78,Sorted ListRight,489.0,489,489
anti_mdg,512,78,DFS,155.0,155,155
anti_mdg,516,79,Maximum Degree Greedy,79.0,79,79
anti_mdg,516,79,Greedy Independent Cover,79.0,79,79
anti_mdg,516,79,Sorted ListLeft,118.0,118,118
anti_mdg,516,79,Sorted ListRight,493.0,493,493
anti_mdg,516,79,DFS,157.0,157,157
anti_mdg,528,80,Maximum Degree Greedy,80.0,80,80
anti_mdg,528,80,Greedy Independent Cover,80.0,80,80
anti_mdg,528,80,Sorted ListLeft,119.0,119,119
anti_mdg,528,80,Sorted ListRight,505.0,505,505
anti_mdg,528,80,DFS,159.0,159,159
anti_mdg,535,81,Maximum Degree Greedy,81.0,81,81
anti_mdg,535,81,Greedy Independent Cover,81.0,81,81
anti_mdg,535,81,Sorted ListLeft,121.0,121,121
anti_mdg,535,81,Sorted ListRight,512.0,512,512
anti_mdg,535,81,DFS,161.0,161,161
anti_mdg,541,82,Maximum Degree Greedy,82.0,82,82
anti_mdg,541,82,Greedy Independent Cover,82.0,82,82
anti_mdg,541,82,Sorted ListLeft,122.0,122,122
anti_mdg,541,82,Sorted ListRight,517.0,517,517
anti_mdg,541,82,DFS,163.0,163,163
anti_mdg,545,83,Maximum Degree Greedy,83.0,83,83
anti_mdg,545,83,Greedy Independent Cover,83.0,83,83
anti_mdg,545,83,Sorted ListLeft,124.0,124,124
anti_mdg,545,83,Sorted ListRight,521.0,521,521
anti_mdg,545,83,DFS,165.0,165,165
anti_mdg,559,84,Maximum Degree Greedy,84.0,84,84
anti_mdg,559,84,Greedy Independent Cover,84.0,84,84
anti_mdg,559,84,Sorted ListLeft,125.0,125,125
anti_mdg,559,84,Sorted ListRight,535.0,535,535
anti_mdg,559,84,DFS,167.0,167,167
anti_mdg,565,85,Maximum Degree Greedy,85.0,85,85
anti_mdg,565,85,Greedy Independent Cover,85.0,85,85
anti_mdg,565,85,Sorted ListLeft,127.0,127,127
anti_mdg,565,85,Sorted ListRight,541.0,541,541
anti_mdg,565,85,DFS,169.0,169,169
anti_mdg,571,86,Maximum Degree Greedy,86.0,86,86
anti_mdg,571,86,Greedy Independent Cover,86.0,86,86
anti_mdg,571,86,Sorted ListLeft,128.0,128,128
anti_mdg,571,86,Sorted ListRight,546.0,546,546
anti_mdg,571,86,DFS,171.0,171,171
anti_mdg,577,87,Maximum Degree Greedy,87.0,87,87
anti_mdg,577,87,Greedy Independent Cover,87.0,87,87
anti_mdg,577,87,Sorted ListLeft,130.0,130,130
anti_mdg,577,87,Sorted ListRight,552.0,552,552
anti_mdg,577,87,DFS,173.0,173,173
anti_mdg,587,88,Maximum Degree Greedy,88.0,88,88
anti_mdg,587,88,Greedy Independent Cover,88.0,88,88
anti_mdg,587,88,Sorted ListLeft,131.0,131,131
anti_mdg,587,88,Sorted ListRight,562.0,562,562
anti_mdg,587,88,DFS,175.0,175,175
anti_mdg,591,89,Maximum Degree Greedy,89.0,89,89
anti_mdg,591,89,Greedy Independent Cover,89.0,89,89
anti_mdg,591,89,Sorted ListLeft,133.0,133,133
anti_mdg,591,89,Sorted ListRight,566.0,566,566
anti_mdg,591,89,DFS,177.0,177,177
anti_mdg,605,90,Maximum Degree Greedy,90.0,90,90
anti_mdg,605,90,Greedy Independent Cover,90.0,90,90
anti_mdg,605,90,Sorted ListLeft,134.0,134,134
anti_mdg,605,90,Sorted ListRight,579.0,579,579
anti_mdg,605,90,DFS,179.0,179,179
anti_mdg,611,91,Maximum Degree Greedy,91.0,91,91
anti_mdg,611,91,Greedy Independent Cover,91.0,91,91
anti_mdg,611,91,Sorted ListLeft,136.0,136,136
anti_mdg,611,91,Sorted ListRight,585.0,585,585
anti_mdg,611,91,DFS,181.0,181,181
anti_mdg,619,92,Maximum Degree Greedy,92.0,92,92
anti_mdg,619,92,Greedy Independent Cover,92.0,92,92
anti_mdg,619,92,Sorted ListLeft,137.0,137,137
anti_mdg,619,92,Sorted ListRight,593.0,593,593
anti_mdg,619,92,DFS,183.0,183,183
anti_mdg,625,93,Maximum Degree Greedy,93.0,93,93
anti_mdg,625,93,Greedy Independent Cover,93.0,93,93
anti_mdg,625,93,Sorted ListLeft,139.0,139,139
anti_mdg,625,93,Sorted ListRight,598.0,598,598
anti_mdg,625,93,DFS,185.0,185,185
anti_mdg,631,94,Maximum Degree Greedy,94.0,94,94
anti_mdg,631,94,Greedy Independent Cover,94.0,94,94
anti_mdg,631,94,Sorted ListLeft,140.0,140,140
anti_mdg,631,94,Sorted ListRight,604.0,604,604
anti_mdg,631,94,DFS,187.0,187,187
anti_mdg,637,95,Maximum Degree Greedy,95.0,95,95
anti_mdg,637,95,Greedy Independent Cover,95.0,95,95
anti_mdg,637,95,Sorted ListLeft,142.0,142,142
anti_mdg,637,95,Sorted ListRight,610.0,610,610
anti_mdg,637,95,DFS,189.0,189,189
anti_mdg,651,96,Maximum Degree Greedy,96.0,96,96
anti_mdg,651,96,Greedy Independent Cover,96.0,96,96
anti_mdg,651,96,Sorted ListLeft,143.0,143,143
anti_mdg,651,96,Sorted ListRight,623.0,623,623
anti_mdg,651,96,DFS,191.0,191,191
anti_mdg,655,97,Maximum Degree Greedy,97.0,97,97
anti_mdg,655,97,Greedy Independent Cover,97.0,97,97
anti_mdg,655,97,Sorted ListLeft,145.0,145,145
anti_mdg,655,97,Sorted ListRight,627.0,627,627
